claim_id,patient_id,hospital_id,doctor_id,diagnosis_code,disease_type,procedure_code,procedure_cost_standard,claim_amount,length_of_stay,previous_claims_count,patient_age,claim_date,abha_id,Claim_ID,Patient_ID,Hospital_ID,Doctor_ID,Diagnosis_Code,Treatment_Code,Admission_Date,Discharge_Date,Claim_Amount,Approved_Amount,Location
C1697,P0525,H013,D001,DIA_MINOR2,Minor,PROC08,14841,12846,7,0,73,2024-11-27,23200225222569,CLM11696,PAT21696,HSP547,DOC1704,D001,T300,2025-12-14,2025-01-02,30916,41601,Bangalore
C1698,P0405,H016,D049,DIA_MINOR1,Minor,PROC20,48023,47203,7,6,65,2024-05-20,44415949002592,CLM11697,PAT21697,HSP113,DOC8798,D004,T500,2024-12-27,2022-10-04,21347,24248,Mumbai
C1699,P0224,H015,D018,DIA_ACUTE2,Acute,PROC02,38665,37422,3,9,18,2024-06-01,10548419985141,CLM11698,PAT21698,HSP813,DOC8218,D001,T500,2023-10-28,2024-03-13,5265,4179,Hyderabad
C1700,P0634,H016,D020,DIA_DIAL,Chronic,PROC08,18572,15878,2,1,20,2024-08-22,13562265940055,CLM11699,PAT21699,HSP491,DOC8778,D003,T300,2023-07-14,2023-03-01,32796,2475,Chennai
C1701,P0346,H016,D023,DIA_DIAL,Chronic,PROC06,32494,33631,19,3,29,2024-12-12,88733687638163,CLM11700,PAT21700,HSP293,DOC2073,D002,T100,2022-11-06,2023-11-26,41956,20845,Kolkata
C1702,P0048,H013,D018,DIA_DIAL,Chronic,PROC18,16205,64820,6,5,71,2024-09-04,98280743369229,CLM11701,PAT21701,HSP683,DOC1912,D005,T200,2025-06-05,2025-02-21,14853,9166,Delhi
C1703,P0685,H009,D050,DIA_ACUTE1,Acute,PROC03,39954,79908,10,5,31,2024-01-10,95548149342922,CLM11702,PAT21702,HSP629,DOC6544,D001,T200,2024-04-01,2022-04-20,34643,11766,Kolkata
C1704,P0331,H011,D037,DIA_DIAL,Chronic,PROC06,24927,26009,2,5,42,2024-12-03,98974894450369,CLM11703,PAT21703,HSP449,DOC2744,D001,T500,2024-02-05,2024-08-15,10203,16934,Chennai
C1705,P0546,H012,D002,DIA_MINOR2,Minor,PROC07,46713,48980,6,4,66,2024-09-13,40854054785881,CLM11704,PAT21704,HSP249,DOC6300,D002,T200,2022-06-17,2024-12-08,42487,22160,Mumbai
C1706,P0668,H012,D005,DIA_ACUTE2,Acute,PROC07,12188,12180,2,4,59,2024-11-26,49111326049751,CLM11705,PAT21705,HSP178,DOC1845,D001,T100,2025-03-04,2022-05-31,11066,40397,Mumbai
C1707,P0528,H004,D025,DIA_CAN,Chronic,PROC05,42103,39132,3,1,64,2024-04-03,11463949211549,CLM11706,PAT21706,HSP437,DOC7947,D001,T300,2022-02-05,2022-02-16,33110,26903,Delhi
C1708,P0788,H004,D009,DIA_ACUTE1,Acute,PROC07,32741,30943,7,1,60,2024-08-06,14019212929649,CLM11707,PAT21707,HSP221,DOC3540,D001,T300,2024-11-16,2022-03-25,38298,36252,Chennai
C1709,P0115,H002,D024,DIA_DIAL,Chronic,PROC08,14756,15879,17,10,18,2024-05-11,69994807743052,CLM11708,PAT21708,HSP630,DOC9512,D003,T100,2023-12-02,2023-09-08,45439,35448,Kolkata
C1710,P0043,H003,D046,DIA_DIAL,Chronic,PROC04,12380,12434,18,5,34,2024-07-09,76007060273238,CLM11709,PAT21709,HSP736,DOC1486,D002,T100,2025-12-06,2022-04-08,11104,37707,Mumbai
C1711,P0322,H002,D019,DIA_ACUTE2,Acute,PROC04,42353,45062,4,1,61,2024-10-18,61804671804043,CLM11710,PAT21710,HSP822,DOC5382,D002,T100,2022-04-01,2025-11-15,19983,18313,Delhi
C1712,P0427,H003,D016,DIA_MINOR2,Minor,PROC08,37015,34753,6,9,49,2024-03-01,99044911728729,CLM11711,PAT21711,HSP386,DOC4822,D002,T200,2025-07-27,2025-08-22,43093,18524,Delhi
C1713,P0602,H018,D030,DIA_ACUTE2,Acute,PROC02,45622,182488,3,1,42,2024-07-31,95020481676106,CLM11712,PAT21712,HSP746,DOC3367,D001,T100,2023-09-27,2023-05-08,48271,38207,Delhi
C1714,P0541,H016,D038,DIA_ACUTE2,Acute,PROC12,15383,13873,7,9,74,2024-03-03,71636654356763,CLM11713,PAT21713,HSP994,DOC2733,D002,T500,2024-10-12,2023-08-26,31112,4786,Delhi
C1715,P0085,H007,D044,DIA_MINOR1,Minor,PROC10,9513,9751,21,5,47,2024-02-24,84147398981450,CLM11714,PAT21714,HSP738,DOC9728,D002,T100,2025-09-12,2023-12-14,11117,21768,Hyderabad
C1716,P0132,H018,D007,DIA_MINOR1,Minor,PROC17,35181,36693,5,3,56,2024-04-17,16381843230187,CLM11715,PAT21715,HSP272,DOC2768,D004,T400,2025-08-13,2025-05-31,23570,33519,Hyderabad
C1717,P0057,H005,D033,DIA_ACUTE1,Acute,PROC19,29166,30033,4,10,73,2024-09-10,91480842059250,CLM11716,PAT21716,HSP635,DOC8587,D005,T500,2025-06-09,2024-10-07,31869,7871,Chennai
C1718,P0720,H016,D014,DIA_MINOR2,Minor,PROC11,38589,77178,8,0,24,2024-03-17,57493471909224,CLM11717,PAT21717,HSP592,DOC9105,D004,T300,2023-11-15,2024-05-23,34063,29255,Bangalore
C1719,P0213,H017,D026,DIA_MINOR1,Minor,PROC18,9009,11138,5,4,61,2024-12-01,83237025947470,CLM11718,PAT21718,HSP881,DOC6026,D004,T300,2022-07-06,2023-03-24,28585,11404,Hyderabad
C1720,P0463,H001,D045,DIA_CAN,Chronic,PROC09,28218,26297,3,6,28,2024-05-16,78805240294862,CLM11719,PAT21719,HSP166,DOC3038,D003,T300,2022-12-28,2025-02-25,1913,38307,Delhi
C1721,P0777,H019,D006,DIA_CAN,Chronic,PROC20,43334,40522,1,5,27,2024-04-02,91717379441264,CLM11720,PAT21720,HSP456,DOC4805,D001,T300,2024-08-03,2023-10-31,13272,18781,Mumbai
C1722,P0711,H018,D047,DIA_ACUTE1,Acute,PROC07,45807,46018,5,4,59,2024-04-01,74308553720911,CLM11721,PAT21721,HSP618,DOC2926,D005,T400,2022-09-10,2025-11-08,30100,27749,Chennai
C1723,P0179,H020,D010,DIA_MINOR1,Minor,PROC06,38624,36882,5,5,27,2024-02-06,66331605740311,CLM11722,PAT21722,HSP448,DOC4722,D005,T400,2025-08-12,2024-10-05,27919,24033,Kolkata
C1724,P0691,H011,D039,DIA_CAN,Chronic,PROC06,28196,28108,2,7,71,2024-02-10,12603394131581,CLM11723,PAT21723,HSP462,DOC1792,D002,T200,2024-09-27,2022-06-29,37169,22605,Hyderabad
C1725,P0174,H017,D020,DIA_ACUTE1,Acute,PROC16,31285,33680,7,0,77,2024-12-24,90427249321487,CLM11724,PAT21724,HSP126,DOC9160,D003,T500,2022-04-20,2023-05-15,6004,31006,Mumbai
C1726,P0600,H014,D016,DIA_MINOR1,Minor,PROC05,38474,36609,5,5,67,2024-02-19,17021214891213,CLM11725,PAT21725,HSP513,DOC9096,D001,T200,2023-08-11,2024-03-25,30055,39372,Kolkata
C1727,P0058,H019,D025,DIA_ACUTE2,Acute,PROC18,26737,25548,4,4,75,2024-04-28,35415607290054,CLM11726,PAT21726,HSP651,DOC1082,D005,T200,2024-06-07,2023-11-09,13451,21409,Mumbai
C1728,P0417,H006,D028,DIA_MINOR1,Minor,PROC01,36916,147664,2,5,68,2024-09-18,16384970467834,CLM11727,PAT21727,HSP209,DOC3656,D005,T200,2025-03-23,2023-08-26,23259,39759,Mumbai
C1729,P0424,H019,D010,DIA_MINOR2,Minor,PROC17,39063,39660,6,1,60,2024-12-15,98190371402882,CLM11728,PAT21728,HSP302,DOC5020,D003,T100,2023-12-23,2024-11-20,2035,30888,Bangalore
C1730,P0035,H016,D026,DIA_CAN,Chronic,PROC03,38506,37047,2,1,46,2024-11-23,72431479706932,CLM11729,PAT21729,HSP729,DOC4103,D004,T200,2022-01-16,2022-10-02,38089,27738,Delhi
C1731,P0119,H013,D022,DIA_DIAL,Chronic,PROC18,43815,41343,3,9,48,2024-09-24,43083938574313,CLM11730,PAT21730,HSP987,DOC1486,D001,T300,2025-05-08,2024-12-23,22047,7033,Kolkata
C1732,P0415,H013,D018,DIA_DIAL,Chronic,PROC07,39801,41068,2,9,45,2024-02-03,34180644221337,CLM11731,PAT21731,HSP549,DOC5038,D005,T400,2025-07-13,2024-03-09,17993,1330,Chennai
C1733,P0145,H008,D013,DIA_ACUTE2,Acute,PROC11,41763,42959,20,5,56,2024-07-14,72364915462167,CLM11732,PAT21732,HSP318,DOC2901,D004,T200,2023-09-08,2024-12-24,33415,1317,Mumbai
C1734,P0257,H006,D040,DIA_MINOR1,Minor,PROC07,23845,21421,4,10,75,2024-12-21,23170566111296,CLM11733,PAT21733,HSP728,DOC8269,D001,T300,2024-01-15,2023-07-13,32257,17306,Hyderabad
C1735,P0638,H016,D026,DIA_ACUTE1,Acute,PROC09,48207,45610,5,4,28,2024-09-27,70679213494398,CLM11734,PAT21734,HSP522,DOC9308,D002,T300,2023-03-22,2023-02-03,33957,5946,Mumbai
C1736,P0543,H007,D046,DIA_MINOR2,Minor,PROC11,11656,12463,2,8,21,2024-04-04,95525093669730,CLM11735,PAT21735,HSP854,DOC7512,D001,T100,2024-09-05,2023-05-20,44545,21236,Mumbai
C1737,P0615,H013,D021,DIA_ACUTE1,Acute,PROC18,17855,20152,4,4,50,2024-04-09,93210254828577,CLM11736,PAT21736,HSP621,DOC5694,D003,T500,2022-08-13,2024-06-08,14428,2478,Bangalore
C1738,P0272,H019,D001,DIA_MINOR1,Minor,PROC11,23105,23497,2,3,55,2024-03-25,88774206243572,CLM11737,PAT21737,HSP650,DOC4456,D005,T300,2025-02-23,2022-09-07,9471,37159,Chennai
C1739,P0521,H009,D013,DIA_ACUTE1,Acute,PROC17,32307,32433,2,7,42,2024-04-28,34734731042461,CLM11738,PAT21738,HSP786,DOC3502,D005,T200,2022-01-06,2025-05-23,47308,40955,Kolkata
C1740,P0299,H004,D031,DIA_ACUTE1,Acute,PROC15,14628,11788,5,3,50,2024-08-07,39670588063276,CLM11739,PAT21739,HSP835,DOC7283,D001,T500,2024-11-20,2023-09-30,48573,4046,Bangalore
C1741,P0728,H008,D031,DIA_MINOR2,Minor,PROC02,33287,31573,7,2,65,2024-01-25,53155995207435,CLM11740,PAT21740,HSP260,DOC5005,D005,T200,2024-12-30,2024-09-21,33120,29562,Delhi
C1742,P0150,H016,D034,DIA_ACUTE2,Acute,PROC19,17181,51543,8,1,32,2024-10-18,29489775518915,CLM11741,PAT21741,HSP255,DOC8930,D004,T500,2025-10-19,2025-09-25,48677,18047,Chennai
C1743,P0168,H018,D044,DIA_MINOR2,Minor,PROC17,31450,32034,4,0,44,2024-06-11,80377364088259,CLM11742,PAT21742,HSP686,DOC5934,D003,T100,2025-03-11,2024-12-21,16237,4976,Kolkata
C1744,P0394,H012,D042,DIA_ACUTE1,Acute,PROC03,15745,31490,8,2,53,2024-11-02,19794699561218,CLM11743,PAT21743,HSP967,DOC2402,D005,T200,2025-06-16,2022-10-07,39027,40395,Bangalore
C1745,P0090,H019,D031,DIA_MINOR1,Minor,PROC14,29664,26773,6,2,19,2024-01-30,37925862710707,CLM11744,PAT21744,HSP971,DOC9667,D001,T300,2025-05-23,2025-02-15,26365,5794,Bangalore
C1746,P0033,H017,D043,DIA_CAN,Chronic,PROC09,23246,22177,1,9,54,2024-08-17,96497431799778,CLM11745,PAT21745,HSP352,DOC3331,D001,T400,2022-02-05,2023-10-07,13565,33017,Bangalore
C1747,P0517,H017,D050,DIA_ACUTE1,Acute,PROC14,17791,19404,3,1,25,2024-04-25,50562333429363,CLM11746,PAT21746,HSP595,DOC1942,D001,T500,2022-07-25,2022-10-12,25056,30580,Bangalore
C1748,P0407,H015,D005,DIA_ACUTE2,Acute,PROC04,28964,29179,3,7,67,2024-10-13,57434588396781,CLM11747,PAT21747,HSP813,DOC3936,D004,T100,2023-10-25,2023-01-17,44812,7792,Kolkata
C1749,P0786,H020,D021,DIA_ACUTE1,Acute,PROC14,15586,14288,3,8,45,2024-03-08,22719695703762,CLM11748,PAT21748,HSP840,DOC6632,D005,T200,2022-09-20,2025-03-19,27557,8364,Chennai
C1750,P0774,H015,D040,DIA_MINOR2,Minor,PROC10,24011,24254,20,8,67,2024-07-29,35849939273559,CLM11749,PAT21749,HSP369,DOC3993,D001,T300,2024-10-14,2024-07-14,9389,32170,Delhi
C1751,P0369,H018,D004,DIA_MINOR2,Minor,PROC15,47879,46628,6,4,59,2024-10-21,99890194474428,CLM11750,PAT21750,HSP296,DOC8147,D002,T400,2022-05-31,2023-12-08,30733,8983,Mumbai
C1752,P0176,H005,D022,DIA_MINOR1,Minor,PROC04,27553,27662,5,2,65,2024-11-16,16167426932300,CLM11751,PAT21751,HSP757,DOC4975,D002,T100,2023-07-06,2025-12-28,37072,4757,Delhi
C1753,P0132,H018,D011,DIA_ACUTE2,Acute,PROC07,18061,18163,2,4,79,2024-08-09,18876414365208,CLM11752,PAT21752,HSP457,DOC5868,D001,T400,2023-01-02,2025-08-20,3439,16416,Chennai
C1754,P0348,H008,D002,DIA_MINOR1,Minor,PROC04,11073,8409,2,9,37,2024-04-08,29709508020480,CLM11753,PAT21753,HSP249,DOC3476,D002,T300,2022-07-18,2023-01-11,34458,42913,Kolkata
C1755,P0026,H010,D019,DIA_CAN,Chronic,PROC14,13743,14269,1,5,31,2024-05-04,65353768811096,CLM11754,PAT21754,HSP303,DOC7246,D004,T400,2022-05-08,2024-02-13,45643,3747,Chennai
C1756,P0122,H007,D033,DIA_ACUTE2,Acute,PROC01,9387,8216,6,3,32,2024-03-28,34054813466093,CLM11755,PAT21755,HSP733,DOC1808,D003,T200,2023-04-06,2025-05-29,1516,25643,Delhi
C1757,P0419,H012,D039,DIA_ACUTE2,Acute,PROC17,40282,42501,3,5,40,2024-06-04,58888128962193,CLM11756,PAT21756,HSP548,DOC5327,D004,T100,2025-09-13,2024-01-30,6977,12503,Bangalore
C1758,P0113,H018,D035,DIA_DIAL,Chronic,PROC03,14722,29444,2,0,52,2024-06-08,35507569541692,CLM11757,PAT21757,HSP361,DOC5224,D001,T400,2023-02-24,2022-01-16,41152,1180,Kolkata
C1759,P0506,H016,D001,DIA_MINOR2,Minor,PROC07,11383,11467,7,2,46,2024-02-28,48934705579078,CLM11758,PAT21758,HSP730,DOC2413,D003,T200,2024-01-05,2022-11-23,31311,42158,Mumbai
C1760,P0491,H018,D041,DIA_ACUTE2,Acute,PROC19,29881,29239,4,6,29,2024-10-08,45548867530604,CLM11759,PAT21759,HSP510,DOC1779,D002,T400,2024-11-05,2024-05-09,46762,22557,Chennai
C1761,P0376,H005,D020,DIA_MINOR2,Minor,PROC07,49807,47728,4,6,48,2024-02-27,35269654662752,CLM11760,PAT21760,HSP755,DOC9245,D002,T400,2022-11-07,2025-08-15,28467,41572,Chennai
C1762,P0188,H006,D012,DIA_ACUTE2,Acute,PROC08,16640,16641,5,6,64,2024-09-08,93029532837786,CLM11761,PAT21761,HSP786,DOC7572,D002,T500,2025-08-16,2024-08-19,43410,35769,Kolkata
C1763,P0154,H005,D031,DIA_ACUTE2,Acute,PROC11,43268,43515,3,4,67,2024-12-09,27436883898869,CLM11762,PAT21762,HSP182,DOC4114,D003,T400,2025-10-12,2024-10-12,18380,29231,Mumbai
C1764,P0268,H014,D017,DIA_ACUTE1,Acute,PROC17,15789,15720,6,0,21,2024-04-18,93769441171107,CLM11763,PAT21763,HSP590,DOC6672,D003,T500,2025-07-21,2024-11-09,10361,3188,Hyderabad
C1765,P0625,H011,D001,DIA_CAN,Chronic,PROC18,20762,22513,2,4,28,2024-05-22,65105861917301,CLM11764,PAT21764,HSP613,DOC2435,D004,T500,2022-09-09,2022-10-15,2795,16679,Hyderabad
C1766,P0138,H019,D020,DIA_MINOR2,Minor,PROC07,9254,9679,7,9,59,2024-09-08,28126063897337,CLM11765,PAT21765,HSP102,DOC6982,D001,T400,2025-01-02,2025-05-12,12287,34807,Mumbai
C1767,P0310,H010,D008,DIA_DIAL,Chronic,PROC13,21586,43172,4,6,23,2024-12-19,51894927122021,CLM11766,PAT21766,HSP557,DOC2035,D002,T400,2022-01-25,2022-05-07,29334,24357,Delhi
C1768,P0741,H013,D022,DIA_ACUTE2,Acute,PROC14,37949,35814,3,7,65,2024-12-21,28338036339819,CLM11767,PAT21767,HSP935,DOC6848,D004,T100,2024-12-26,2025-01-14,30393,40935,Hyderabad
C1769,P0713,H008,D015,DIA_MINOR2,Minor,PROC20,12089,10200,3,10,38,2024-10-09,87570959929911,CLM11768,PAT21768,HSP250,DOC8181,D001,T300,2025-09-26,2024-10-07,48382,25775,Chennai
C1770,P0459,H011,D036,DIA_MINOR1,Minor,PROC01,35037,36746,3,9,21,2024-02-25,60482357013208,CLM11769,PAT21769,HSP638,DOC5040,D001,T500,2024-10-23,2022-12-12,48475,4418,Chennai
C1771,P0396,H003,D018,DIA_MINOR2,Minor,PROC04,42985,40769,7,4,64,2024-05-01,68576114270857,CLM11770,PAT21770,HSP300,DOC2967,D001,T300,2023-04-10,2023-07-14,20562,5691,Chennai
C1772,P0576,H009,D033,DIA_ACUTE2,Acute,PROC10,40667,41668,7,9,38,2024-04-23,12043013333783,CLM11771,PAT21771,HSP200,DOC4809,D003,T300,2024-12-26,2025-06-29,15374,37916,Kolkata
C1773,P0745,H001,D033,DIA_MINOR2,Minor,PROC11,37209,38903,2,1,59,2024-10-08,40481450898912,CLM11772,PAT21772,HSP299,DOC1424,D001,T500,2025-05-08,2022-01-29,6278,1934,Bangalore
C1774,P0199,H005,D010,DIA_ACUTE2,Acute,PROC05,13665,13702,5,10,46,2024-06-13,13179868923773,CLM11773,PAT21773,HSP744,DOC1819,D002,T400,2023-07-10,2022-06-15,38812,27872,Delhi
C1775,P0742,H011,D025,DIA_CAN,Chronic,PROC02,17698,15237,3,5,57,2024-04-23,79536774203005,CLM11774,PAT21774,HSP201,DOC2333,D001,T400,2022-02-16,2024-05-17,23243,42792,Delhi
C1776,P0788,H015,D014,DIA_ACUTE1,Acute,PROC10,26336,25118,6,5,77,2024-08-09,33030438551393,CLM11775,PAT21775,HSP382,DOC2770,D002,T200,2022-03-21,2024-09-26,44976,37906,Chennai
C1777,P0180,H008,D034,DIA_ACUTE2,Acute,PROC01,39144,40397,3,2,31,2024-12-07,55347463736023,CLM11776,PAT21776,HSP947,DOC9197,D003,T500,2025-01-01,2022-08-12,37813,27166,Hyderabad
C1778,P0458,H006,D016,DIA_DIAL,Chronic,PROC19,48898,50785,3,3,23,2024-01-27,33317794438675,CLM11777,PAT21777,HSP810,DOC9153,D005,T400,2022-02-23,2025-03-30,1216,28876,Hyderabad
C1779,P0063,H006,D044,DIA_ACUTE2,Acute,PROC08,29148,27883,25,6,52,2024-02-04,67658894465499,CLM11778,PAT21778,HSP899,DOC1412,D002,T100,2025-08-06,2025-11-10,39564,6055,Kolkata
C1780,P0359,H008,D005,DIA_ACUTE2,Acute,PROC01,32347,30973,4,5,38,2024-12-08,15247694350855,CLM11779,PAT21779,HSP449,DOC5062,D004,T100,2025-05-30,2025-05-27,42074,21722,Hyderabad
C1781,P0077,H013,D040,DIA_DIAL,Chronic,PROC07,42758,42725,1,3,19,2024-05-01,32454761608131,CLM11780,PAT21780,HSP299,DOC6277,D003,T200,2024-08-07,2026-01-07,30991,37311,Delhi
C1782,P0131,H006,D020,DIA_CAN,Chronic,PROC16,23562,25495,3,7,21,2024-06-14,13158640473947,CLM11781,PAT21781,HSP901,DOC2623,D003,T500,2024-10-10,2022-12-28,25670,42783,Mumbai
C1783,P0259,H019,D043,DIA_CAN,Chronic,PROC08,22647,21325,3,7,31,2024-12-02,14573640587411,CLM11782,PAT21782,HSP837,DOC8916,D004,T300,2022-06-13,2022-07-29,43468,19934,Delhi
C1784,P0407,H011,D024,DIA_MINOR2,Minor,PROC10,25365,27651,5,2,54,2024-11-27,55502635720750,CLM11783,PAT21783,HSP176,DOC7019,D005,T500,2022-11-17,2023-01-18,36794,24364,Chennai
C1785,P0231,H016,D009,DIA_ACUTE2,Acute,PROC03,44935,44228,4,6,46,2024-10-11,32920603919498,CLM11784,PAT21784,HSP904,DOC5336,D004,T200,2024-09-17,2023-06-03,47095,22110,Bangalore
C1786,P0217,H002,D045,DIA_DIAL,Chronic,PROC17,20397,21882,2,7,22,2024-04-10,40291941778225,CLM11785,PAT21785,HSP669,DOC8469,D005,T300,2025-06-27,2022-02-18,22158,33167,Kolkata
C1787,P0061,H017,D040,DIA_ACUTE1,Acute,PROC02,16064,13999,4,8,51,2024-03-01,78143697137103,CLM11786,PAT21786,HSP263,DOC3199,D003,T100,2025-03-15,2023-12-16,44219,5931,Mumbai
C1788,P0451,H017,D048,DIA_MINOR2,Minor,PROC13,45643,182572,2,10,38,2024-05-27,87679815482074,CLM11787,PAT21787,HSP948,DOC2314,D003,T100,2023-03-02,2022-01-19,27451,42421,Chennai
C1789,P0420,H012,D025,DIA_MINOR2,Minor,PROC08,48646,49329,2,10,61,2024-12-31,81685747067065,CLM11788,PAT21788,HSP191,DOC4828,D002,T400,2025-10-27,2024-11-02,48607,17080,Mumbai
C1790,P0684,H006,D020,DIA_MINOR1,Minor,PROC04,38082,40323,6,10,25,2024-05-17,90799736450037,CLM11789,PAT21789,HSP695,DOC4132,D004,T200,2025-07-18,2024-07-03,38651,20151,Chennai
C1791,P0370,H006,D041,DIA_CAN,Chronic,PROC17,49322,46388,3,7,57,2024-04-25,23363071022170,CLM11790,PAT21790,HSP656,DOC8296,D004,T400,2022-03-22,2023-01-14,14314,2920,Kolkata
C1792,P0500,H011,D028,DIA_CAN,Chronic,PROC10,41105,38574,3,9,44,2024-02-22,32203214179366,CLM11791,PAT21791,HSP116,DOC9848,D004,T300,2023-10-05,2025-11-01,27395,42301,Delhi
C1793,P0444,H001,D023,DIA_MINOR1,Minor,PROC09,25664,76992,5,10,33,2024-11-15,59430035921453,CLM11792,PAT21792,HSP868,DOC4042,D005,T200,2023-09-17,2025-04-16,48277,20933,Hyderabad
C1794,P0121,H008,D025,DIA_CAN,Chronic,PROC16,33246,32439,3,0,18,2024-12-25,70047784826484,CLM11793,PAT21793,HSP665,DOC5897,D002,T500,2023-02-06,2022-01-31,11916,18024,Chennai
C1795,P0540,H019,D015,DIA_MINOR1,Minor,PROC06,43150,42256,6,10,74,2024-11-09,57532466507884,CLM11794,PAT21794,HSP372,DOC6311,D004,T400,2024-10-21,2022-08-16,23397,16717,Chennai
C1796,P0283,H016,D023,DIA_CAN,Chronic,PROC09,35340,106020,9,5,76,2024-04-04,76168083845730,CLM11795,PAT21795,HSP990,DOC4999,D003,T300,2024-10-26,2022-09-25,28917,33441,Mumbai
C1797,P0343,H018,D007,DIA_MINOR1,Minor,PROC11,34593,36705,6,7,66,2024-09-28,86759708211698,CLM11796,PAT21796,HSP280,DOC6840,D005,T500,2022-07-24,2024-10-08,41737,38981,Delhi
C1798,P0276,H002,D007,DIA_MINOR2,Minor,PROC10,21355,21364,2,6,71,2024-11-14,27774430860371,CLM11797,PAT21797,HSP166,DOC5667,D004,T100,2022-03-04,2022-07-27,16743,2916,Mumbai
C1799,P0188,H005,D049,DIA_DIAL,Chronic,PROC14,42646,42223,3,6,78,2024-10-01,95499135790864,CLM11798,PAT21798,HSP860,DOC1003,D001,T100,2022-12-14,2022-06-13,22342,32743,Mumbai
C1800,P0388,H002,D015,DIA_MINOR1,Minor,PROC19,31670,30580,4,6,42,2024-11-28,94240961660604,CLM11799,PAT21799,HSP160,DOC2603,D002,T500,2025-12-28,2024-10-24,33618,42199,Chennai
C1801,P0439,H008,D036,DIA_ACUTE2,Acute,PROC20,35277,33592,7,3,47,2024-06-17,17961528688179,CLM11800,PAT21800,HSP389,DOC6290,D001,T500,2024-09-10,2022-04-20,21134,36810,Bangalore
C1802,P0694,H018,D050,DIA_ACUTE2,Acute,PROC06,39846,39344,4,8,41,2024-01-17,83325632128470,CLM11801,PAT21801,HSP642,DOC7997,D004,T500,2023-01-11,2024-10-08,5832,28409,Kolkata
C1803,P0684,H013,D013,DIA_ACUTE2,Acute,PROC04,36332,36385,7,8,76,2024-11-09,17656269496534,CLM11802,PAT21802,HSP630,DOC9450,D003,T100,2022-11-21,2024-01-12,48719,39773,Mumbai
C1804,P0577,H019,D043,DIA_MINOR1,Minor,PROC02,34044,32316,4,10,76,2024-08-03,17015867881088,CLM11803,PAT21803,HSP458,DOC5372,D001,T200,2023-08-10,2025-07-10,40560,27839,Bangalore
C1805,P0426,H018,D046,DIA_DIAL,Chronic,PROC17,43349,40822,1,9,53,2024-04-12,68828382496059,CLM11804,PAT21804,HSP687,DOC3303,D004,T400,2022-11-17,2025-10-13,14272,4756,Bangalore
C1806,P0707,H004,D012,DIA_MINOR2,Minor,PROC09,15030,17332,5,7,61,2024-04-23,47977774954163,CLM11805,PAT21805,HSP243,DOC1816,D001,T500,2023-09-29,2025-07-25,18071,25290,Bangalore
C1807,P0788,H017,D035,DIA_DIAL,Chronic,PROC18,9555,9604,17,8,18,2024-01-26,55444412178802,CLM11806,PAT21806,HSP925,DOC1941,D001,T200,2024-08-11,2025-07-27,16188,37361,Hyderabad
C1808,P0631,H020,D001,DIA_ACUTE2,Acute,PROC17,49118,47066,3,8,36,2024-08-27,62836766806823,CLM11807,PAT21807,HSP395,DOC6585,D001,T400,2023-01-20,2025-05-22,22053,30843,Bangalore
C1809,P0536,H007,D019,DIA_CAN,Chronic,PROC13,34695,33372,2,1,48,2024-09-23,80427133901474,CLM11808,PAT21808,HSP817,DOC9286,D002,T500,2024-07-09,2022-02-09,37087,1157,Chennai
C1810,P0650,H015,D012,DIA_ACUTE1,Acute,PROC04,12565,11806,5,2,57,2024-11-27,60710453405253,CLM11809,PAT21809,HSP310,DOC1371,D001,T300,2024-06-22,2022-03-08,26326,3301,Chennai
C1811,P0778,H009,D033,DIA_DIAL,Chronic,PROC07,22435,67305,7,1,63,2024-02-27,36481070907625,CLM11810,PAT21810,HSP628,DOC6234,D004,T400,2022-08-19,2022-10-24,13939,24843,Mumbai
C1812,P0032,H019,D028,DIA_MINOR2,Minor,PROC04,15877,16666,3,8,62,2024-06-20,51157356245692,CLM11811,PAT21811,HSP840,DOC4823,D005,T100,2023-01-02,2025-11-22,40013,19964,Bangalore
C1813,P0468,H006,D015,DIA_MINOR1,Minor,PROC08,35419,33171,2,3,49,2024-01-27,44595410860715,CLM11812,PAT21812,HSP282,DOC8819,D005,T500,2023-12-21,2025-04-17,21577,2479,Chennai
C1814,P0664,H015,D027,DIA_ACUTE2,Acute,PROC05,32366,34531,3,10,57,2024-01-17,45359775750198,CLM11813,PAT21813,HSP107,DOC6982,D001,T200,2025-08-14,2025-06-05,44285,34885,Kolkata
C1815,P0421,H005,D023,DIA_ACUTE2,Acute,PROC17,44397,42324,3,3,71,2024-02-25,93028146174621,CLM11814,PAT21814,HSP208,DOC2388,D003,T300,2025-08-25,2023-07-27,14131,41365,Delhi
C1816,P0724,H002,D011,DIA_ACUTE1,Acute,PROC01,23073,20896,4,8,58,2024-05-24,30956240167956,CLM11815,PAT21815,HSP586,DOC7155,D003,T500,2022-10-27,2023-01-16,41773,28682,Mumbai
C1817,P0152,H012,D048,DIA_DIAL,Chronic,PROC08,13134,12631,2,3,49,2024-12-11,14929334701391,CLM11816,PAT21816,HSP607,DOC5611,D001,T100,2022-06-25,2022-10-16,22108,37307,Hyderabad
C1818,P0381,H001,D009,DIA_DIAL,Chronic,PROC19,39161,37555,1,8,70,2024-03-25,64303909577842,CLM11817,PAT21817,HSP822,DOC1545,D005,T400,2023-10-15,2022-02-14,36200,20645,Chennai
